_time,sender,subject,attachments,recipients,recipients_email_domain,leaver,Termination,time_month,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name,justification
2025-06-25T04:47:10,alice@company.com,Resignation Letter,-,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,salary,confidential,HR,Development,Critical,b,g,policy_A,school work 
2025-06-26T12:03:02,bob@company.com,Resignation Letter,home.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,salary,salary,Engineering,Accounting,Medium,c,f,policy_C,home
2025-07-04T18:57:55,dave@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-11,2025-07,employee,salary,confidential,Engineering,Development,Critical,c,h,policy_A,school work 
2025-07-28T09:28:04,carol@company.com,Resignation Letter,contract.pdf,sara@client.com,client.com,NO,2025-07,2025-07,intern,confidential,confidential,Engineering,Accounting,Critical,a,g,policy_C,home
2025-07-05T03:45:43,bob@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,intern,salary,salary,Engineering,Accounting,Critical,b,g,Ploicy_B,school work 
2025-07-24T18:48:36,alice@company.com,Resignation Letter,contract.pdf,sara@client.com,client.com,NO,2025-08,2025-07,intern,confidential,salary,Engineering,Accounting,Critical,b,h,policy_A,home
2025-06-21T01:21:14,bob@company.com,Confidential Proposal,org.pdf,sara@client.com,client.com,YES,2025-12,2025-07,intern,confidential,salary,Engineering,Development,Low,b,h,Ploicy_B,school work 
2025-06-28T09:02:38,bob@company.com,Confidential Proposal,-,sara@client.com,client.com,NO,2025-09,2025-07,contractor,confidential,confidential,Finance,Recruitment,Critical,b,h,policy_C,home
2025-07-10T21:26:36,carol@company.com,Project Update,report.pdf,sara@client.com,client.com,YES,2025-10,2025-07,contractor,salary,-,Finance,Recruitment,Low,b,f,policy_C,school work 
2025-06-20T02:00:03,alice@company.com,Confidential Proposal,-,sara@client.com,client.com,YES,2025-07,2025-07,employee,-,confidential,HR,Development,Critical,c,f,policy_C,home
2025-07-27T19:46:29,dave@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,contractor,salary,confidential,Finance,Accounting,Low,b,h,Ploicy_B,school work 
2025-07-26T10:32:58,bob@company.com,Confidential Proposal,report.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,employee,confidential,salary,Finance,Development,Medium,a,g,policy_C,home
2025-06-21T15:16:21,bob@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,contractor,confidential,salary,Engineering,Recruitment,Critical,c,f,Ploicy_B,school work 
2025-06-04T22:09:09,bob@company.com,Resignation Letter,-,erin@partner.org,partner.org,NO,2025-08,2025-07,intern,salary,confidential,Engineering,Accounting,Critical,a,f,policy_C,home
2025-07-14T00:08:27,carol@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,employee,salary,-,Engineering,Accounting,Low,b,g,Ploicy_B,school work 
2025-07-16T21:11:38,bob@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-07,2025-07,intern,confidential,confidential,HR,Development,Medium,a,h,policy_C,home
2025-07-26T23:49:56,bob@company.com,Quarterly Report,-,john@vendor.org,vendor.org,NO,2025-08,2025-07,intern,-,-,HR,Accounting,Critical,a,h,policy_C,school work 
2025-07-31T11:07:40,alice@company.com,Quarterly Report,report.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,intern,-,salary,HR,Accounting,High,c,f,policy_A,home
2025-07-14T03:20:42,dave@company.com,Quarterly Report,contract.pdf,sara@client.com,client.com,YES,2025-09,2025-07,contractor,salary,-,Finance,Recruitment,High,a,h,Ploicy_B,school work 
2025-06-12T12:54:05,alice@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,contractor,confidential,-,Engineering,Recruitment,Low,a,g,Ploicy_B,home
2025-06-15T17:46:27,carol@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,YES,2025-10,2025-07,contractor,confidential,salary,Engineering,Development,Medium,b,h,policy_A,school work 
2025-06-18T14:55:00,bob@company.com,Resignation Letter,cv.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,contractor,-,salary,Finance,Accounting,Critical,c,h,policy_A,home
2025-07-16T06:15:42,dave@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,NO,2025-11,2025-07,intern,confidential,confidential,Engineering,Recruitment,Low,c,h,Ploicy_B,school work 
2025-07-25T04:01:22,dave@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,intern,-,salary,HR,Development,Low,b,g,policy_A,home
2025-07-20T05:20:00,dave@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,NO,2025-12,2025-07,contractor,confidential,confidential,Engineering,Accounting,Medium,b,g,Ploicy_B,school work 
2025-06-14T15:55:38,bob@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,confidential,-,Finance,Development,Critical,b,g,policy_C,home
2025-06-11T16:32:36,bob@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,YES,2025-10,2025-07,contractor,salary,salary,Engineering,Development,High,b,f,policy_A,school work 
2025-07-26T03:25:52,carol@company.com,Project Update,home.pdf,sara@client.com,client.com,YES,2025-12,2025-07,contractor,confidential,salary,Engineering,Development,High,c,h,policy_C,home
2025-07-12T23:33:43,alice@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,contractor,salary,confidential,Engineering,Recruitment,High,a,f,policy_C,school work 
2025-06-09T17:44:14,alice@company.com,Project Update,report.pdf,dave@external.com,external.com,NO,2025-07,2025-07,contractor,salary,-,Finance,Accounting,High,a,f,policy_C,home
2025-07-06T07:44:42,alice@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,-,salary,HR,Accounting,Low,c,f,policy_C,school work 
2025-07-01T10:56:34,dave@company.com,Project Update,contract.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,intern,confidential,salary,Finance,Accounting,High,b,f,policy_A,home
2025-07-15T12:46:03,alice@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,employee,-,-,HR,Accounting,Medium,b,h,Ploicy_B,school work 
2025-07-25T11:17:11,dave@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-07,2025-07,employee,confidential,confidential,Engineering,Development,Low,b,h,policy_A,home
2025-06-24T11:41:59,dave@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,YES,2025-11,2025-07,employee,-,-,Engineering,Development,High,c,g,policy_C,school work 
2025-06-28T23:50:02,bob@company.com,Project Update,org.pdf,sara@client.com,client.com,YES,2025-11,2025-07,intern,-,-,HR,Development,High,b,h,Ploicy_B,home
2025-06-07T16:55:45,dave@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,YES,2025-08,2025-07,employee,salary,-,HR,Development,Low,c,g,policy_C,school work 
2025-07-04T21:27:02,bob@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,-,-,Engineering,Accounting,Critical,b,h,Ploicy_B,home
2025-07-08T23:30:33,carol@company.com,Project Update,report.pdf,dave@external.com,external.com,YES,2025-09,2025-07,employee,confidential,salary,HR,Recruitment,Critical,a,f,policy_A,school work 
2025-06-07T01:47:20,bob@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,intern,confidential,salary,Engineering,Recruitment,Medium,c,g,policy_C,home
2025-07-02T04:50:51,bob@company.com,Project Update,report.pdf,sara@client.com,client.com,NO,2025-12,2025-07,intern,salary,salary,HR,Development,Low,a,f,Ploicy_B,school work 
2025-06-30T23:31:25,alice@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,intern,-,confidential,Finance,Recruitment,Critical,c,h,policy_C,home
2025-06-23T09:52:14,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-12,2025-07,intern,salary,confidential,HR,Recruitment,Medium,c,h,Ploicy_B,school work 
2025-06-12T22:49:37,bob@company.com,Confidential Proposal,org.pdf,dave@external.com,external.com,NO,2025-10,2025-07,employee,-,-,Finance,Accounting,High,c,g,policy_A,home
2025-06-02T01:38:55,dave@company.com,Confidential Proposal,-,dave@external.com,external.com,YES,2025-11,2025-07,contractor,-,-,Engineering,Development,Low,c,g,Ploicy_B,school work 
2025-06-05T21:45:55,dave@company.com,Resignation Letter,-,dave@external.com,external.com,YES,2025-09,2025-07,intern,salary,-,Engineering,Accounting,High,b,g,policy_A,home
2025-06-16T13:50:47,carol@company.com,Resignation Letter,org.pdf,sara@client.com,client.com,NO,2025-11,2025-07,contractor,salary,-,Finance,Accounting,Critical,a,g,policy_C,school work 
2025-07-08T05:06:25,dave@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,NO,2025-08,2025-07,intern,salary,-,Engineering,Development,Medium,a,g,policy_C,home
2025-07-13T07:11:48,alice@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,NO,2025-11,2025-07,contractor,salary,-,Finance,Development,High,a,g,Ploicy_B,school work 
2025-07-25T04:24:08,carol@company.com,Resignation Letter,-,john@vendor.org,vendor.org,YES,2025-10,2025-07,contractor,-,salary,Engineering,Recruitment,Medium,b,f,Ploicy_B,home
2025-06-02T10:35:18,dave@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,employee,-,-,HR,Development,Medium,c,g,policy_C,school work 
2025-07-02T17:06:06,carol@company.com,Quarterly Report,-,dave@external.com,external.com,YES,2025-09,2025-07,employee,-,confidential,Engineering,Accounting,Critical,c,g,policy_C,home
2025-07-02T06:32:10,carol@company.com,Project Update,home.pdf,sara@client.com,client.com,NO,2025-08,2025-07,intern,salary,confidential,HR,Accounting,Low,c,h,Ploicy_B,school work 
2025-06-07T17:57:47,carol@company.com,Quarterly Report,-,erin@partner.org,partner.org,NO,2025-12,2025-07,contractor,salary,confidential,Finance,Accounting,Medium,a,h,policy_C,home
2025-07-12T05:49:09,alice@company.com,Project Update,report.pdf,dave@external.com,external.com,NO,2025-11,2025-07,employee,confidential,salary,Engineering,Development,Critical,a,g,policy_C,school work 
2025-06-24T13:49:39,carol@company.com,Resignation Letter,org.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,employee,-,salary,HR,Recruitment,Low,b,h,policy_A,home
2025-06-08T08:36:05,bob@company.com,Quarterly Report,-,erin@partner.org,partner.org,YES,2025-12,2025-07,employee,confidential,salary,Finance,Recruitment,Critical,b,h,Ploicy_B,school work 
2025-06-24T18:17:13,bob@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,intern,salary,confidential,Engineering,Development,Medium,b,h,policy_A,home
2025-07-01T02:31:37,bob@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,NO,2025-11,2025-07,intern,confidential,confidential,Finance,Recruitment,Low,c,h,Ploicy_B,school work 
2025-07-20T17:47:33,carol@company.com,Confidential Proposal,report.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,employee,-,salary,HR,Accounting,Low,b,h,policy_A,home
2025-07-18T19:07:07,bob@company.com,Resignation Letter,org.pdf,sara@client.com,client.com,YES,2025-10,2025-07,intern,-,salary,Finance,Accounting,Low,b,f,Ploicy_B,school work 
2025-06-19T12:44:43,carol@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-10,2025-07,employee,salary,-,Engineering,Accounting,Critical,a,h,Ploicy_B,home
2025-06-15T13:32:35,dave@company.com,Project Update,home.pdf,sara@client.com,client.com,NO,2025-12,2025-07,intern,confidential,salary,HR,Recruitment,Low,c,f,Ploicy_B,school work 
2025-06-02T17:55:27,dave@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-10,2025-07,intern,confidential,-,HR,Development,Medium,c,g,policy_C,home
2025-07-23T15:26:00,carol@company.com,Resignation Letter,-,dave@external.com,external.com,YES,2025-09,2025-07,intern,-,salary,Finance,Accounting,Medium,b,g,policy_C,school work 
2025-07-01T06:03:12,dave@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,YES,2025-12,2025-07,intern,salary,-,Finance,Development,High,b,h,Ploicy_B,home
2025-07-02T04:04:29,bob@company.com,Quarterly Report,-,erin@partner.org,partner.org,NO,2025-09,2025-07,intern,-,-,Finance,Accounting,Critical,a,f,Ploicy_B,school work 
2025-06-08T02:49:38,carol@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,YES,2025-07,2025-07,employee,confidential,confidential,Engineering,Recruitment,Medium,a,g,policy_A,home
2025-06-12T22:31:11,bob@company.com,Project Update,cv.pdf,dave@external.com,external.com,NO,2025-08,2025-07,contractor,-,confidential,Finance,Development,High,b,f,policy_A,school work 
2025-07-24T13:50:13,bob@company.com,Resignation Letter,-,dave@external.com,external.com,NO,2025-07,2025-07,intern,salary,-,HR,Development,High,c,h,Ploicy_B,home
2025-06-24T02:12:50,dave@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,employee,-,confidential,Engineering,Recruitment,Medium,b,g,policy_C,school work 
2025-07-03T09:09:23,alice@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-11,2025-07,contractor,confidential,salary,Engineering,Recruitment,Critical,a,f,policy_A,home
2025-07-03T06:01:38,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,employee,confidential,-,Finance,Development,High,b,f,Ploicy_B,school work 
2025-06-28T20:09:42,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,contractor,confidential,-,HR,Recruitment,High,c,h,policy_C,home
2025-06-12T09:41:43,dave@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-09,2025-07,contractor,-,-,HR,Development,Low,c,h,policy_A,school work 
2025-06-28T05:06:57,alice@company.com,Project Update,report.pdf,dave@external.com,external.com,NO,2025-11,2025-07,employee,confidential,confidential,Finance,Accounting,Critical,c,f,policy_A,home
2025-06-20T04:53:12,alice@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,NO,2025-10,2025-07,contractor,-,salary,Finance,Accounting,Medium,b,h,policy_C,school work 
2025-07-17T15:38:59,alice@company.com,Resignation Letter,org.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,intern,-,-,Engineering,Accounting,Low,c,h,Ploicy_B,home
2025-07-16T18:06:08,dave@company.com,Project Update,-,dave@external.com,external.com,NO,2025-10,2025-07,contractor,confidential,-,HR,Development,Low,c,h,policy_C,school work 
2025-07-23T21:50:44,alice@company.com,Quarterly Report,report.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,intern,salary,-,Finance,Recruitment,Low,a,g,policy_A,home
2025-06-23T22:36:56,carol@company.com,Project Update,-,sara@client.com,client.com,YES,2025-09,2025-07,intern,confidential,-,Engineering,Development,Medium,c,h,policy_C,school work 
2025-06-28T14:30:01,alice@company.com,Project Update,home.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,intern,confidential,-,HR,Recruitment,Medium,a,h,policy_A,home
2025-07-24T00:03:47,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-12,2025-07,employee,confidential,salary,Finance,Development,High,c,f,Ploicy_B,school work 
2025-07-02T03:48:59,dave@company.com,Resignation Letter,-,sara@client.com,client.com,NO,2025-09,2025-07,employee,-,confidential,HR,Recruitment,Low,c,g,Ploicy_B,home
2025-07-26T08:26:18,alice@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,employee,-,confidential,Engineering,Recruitment,High,b,g,Ploicy_B,school work 
2025-07-25T10:02:33,alice@company.com,Project Update,org.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,contractor,-,confidential,Finance,Development,Low,b,f,Ploicy_B,home
2025-06-03T12:40:32,dave@company.com,Confidential Proposal,-,dave@external.com,external.com,YES,2025-07,2025-07,contractor,-,salary,HR,Development,Critical,b,h,Ploicy_B,school work 
2025-07-07T09:53:48,alice@company.com,Project Update,org.pdf,dave@external.com,external.com,NO,2025-08,2025-07,intern,salary,salary,Engineering,Recruitment,Low,b,h,policy_C,home
2025-06-28T11:05:05,carol@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,intern,confidential,-,Engineering,Accounting,High,c,f,policy_A,school work 
2025-06-18T09:31:53,carol@company.com,Project Update,cv.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,employee,confidential,-,Engineering,Accounting,Medium,c,h,Ploicy_B,home
2025-07-03T10:54:46,carol@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,YES,2025-10,2025-07,contractor,-,salary,Engineering,Development,Low,c,g,Ploicy_B,school work 
2025-07-07T17:46:49,dave@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,-,salary,HR,Development,Critical,b,h,Ploicy_B,home
2025-07-19T09:53:50,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-08,2025-07,contractor,-,confidential,Finance,Recruitment,Medium,c,g,policy_A,school work 
2025-07-27T10:10:13,dave@company.com,Resignation Letter,cv.pdf,dave@external.com,external.com,YES,2025-08,2025-07,contractor,confidential,-,Engineering,Recruitment,Medium,c,f,policy_A,home
2025-06-04T14:11:35,carol@company.com,Quarterly Report,-,sara@client.com,client.com,YES,2025-08,2025-07,employee,confidential,salary,HR,Development,Medium,a,f,policy_C,school work 
2025-06-23T13:42:29,bob@company.com,Resignation Letter,-,sara@client.com,client.com,YES,2025-07,2025-07,contractor,salary,confidential,Finance,Recruitment,High,a,f,policy_A,home
2025-07-26T17:18:29,carol@company.com,Confidential Proposal,org.pdf,sara@client.com,client.com,NO,2025-09,2025-07,employee,-,salary,Engineering,Accounting,Medium,b,g,policy_C,school work 
2025-07-23T06:35:18,alice@company.com,Resignation Letter,org.pdf,sara@client.com,client.com,YES,2025-10,2025-07,employee,confidential,salary,Engineering,Recruitment,Low,a,f,Ploicy_B,home
2025-06-11T17:06:10,dave@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,-,salary,HR,Development,High,b,h,Ploicy_B,school work 
2025-06-30T15:58:02,carol@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,YES,2025-07,2025-07,employee,-,-,HR,Accounting,Low,c,h,policy_A,home
2025-06-17T10:59:37,bob@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,employee,-,salary,HR,Recruitment,Medium,b,h,Ploicy_B,school work 
2025-06-09T00:42:42,dave@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,employee,confidential,salary,Finance,Development,Critical,c,f,Ploicy_B,home
2025-07-26T12:27:44,carol@company.com,Confidential Proposal,report.pdf,dave@external.com,external.com,NO,2025-11,2025-07,contractor,confidential,-,HR,Development,Low,a,g,Ploicy_B,school work 
2025-06-15T11:06:16,alice@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,YES,2025-08,2025-07,contractor,confidential,salary,Finance,Recruitment,Low,a,g,Ploicy_B,home
2025-07-02T06:04:31,carol@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,NO,2025-08,2025-07,intern,-,confidential,HR,Recruitment,High,b,h,Ploicy_B,school work 
2025-07-02T07:22:20,dave@company.com,Confidential Proposal,contract.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,employee,salary,confidential,HR,Development,Medium,a,g,Ploicy_B,home
2025-07-01T08:35:49,carol@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-11,2025-07,contractor,salary,salary,Engineering,Recruitment,High,b,h,Ploicy_B,school work 
2025-07-03T09:27:50,dave@company.com,Project Update,contract.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,contractor,confidential,-,Engineering,Recruitment,Critical,c,f,policy_A,home
2025-06-13T04:41:00,bob@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,employee,-,confidential,Finance,Recruitment,High,b,g,policy_C,school work 
2025-08-01T03:15:47,alice@company.com,Quarterly Report,org.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,-,salary,Engineering,Accounting,High,c,h,Ploicy_B,home
2025-06-23T06:03:37,bob@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,contractor,-,-,Engineering,Development,Low,b,g,Ploicy_B,school work 
2025-06-28T08:08:55,carol@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,YES,2025-09,2025-07,intern,confidential,-,Finance,Accounting,Low,c,g,policy_A,home
2025-06-14T00:25:25,bob@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,NO,2025-08,2025-07,contractor,confidential,-,Engineering,Accounting,Critical,b,h,policy_C,school work 
2025-06-07T13:39:26,carol@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,NO,2025-09,2025-07,contractor,confidential,salary,Engineering,Accounting,Medium,a,f,policy_A,home
2025-06-02T05:35:31,carol@company.com,Project Update,report.pdf,sara@client.com,client.com,NO,2025-10,2025-07,contractor,salary,-,HR,Development,High,b,f,policy_C,school work 
2025-06-12T13:27:18,bob@company.com,Quarterly Report,-,sara@client.com,client.com,YES,2025-07,2025-07,employee,-,-,Finance,Accounting,Medium,b,f,policy_A,home
2025-06-22T20:22:48,carol@company.com,Resignation Letter,-,erin@partner.org,partner.org,YES,2025-07,2025-07,intern,-,confidential,HR,Development,Low,b,f,policy_A,school work 
2025-07-28T17:55:39,dave@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,confidential,salary,Engineering,Recruitment,High,c,f,policy_C,home
2025-06-11T05:07:57,dave@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,intern,salary,salary,Engineering,Accounting,Critical,c,h,policy_C,school work 
2025-06-05T16:35:55,dave@company.com,Resignation Letter,contract.pdf,erin@partner.org,partner.org,YES,2025-08,2025-07,contractor,confidential,salary,Finance,Accounting,Critical,b,h,Ploicy_B,home
2025-06-12T17:31:17,carol@company.com,Project Update,report.pdf,sara@client.com,client.com,YES,2025-10,2025-07,employee,confidential,confidential,HR,Recruitment,Medium,c,g,Ploicy_B,school work 
2025-06-07T23:55:35,alice@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,YES,2025-12,2025-07,employee,confidential,salary,HR,Development,Medium,b,g,policy_C,home
2025-07-20T03:19:17,dave@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-10,2025-07,contractor,-,confidential,HR,Accounting,Critical,a,h,Ploicy_B,school work 
2025-07-21T01:58:19,bob@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,YES,2025-07,2025-07,intern,confidential,-,HR,Recruitment,High,b,h,policy_A,home
2025-07-06T18:41:01,carol@company.com,Project Update,home.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,intern,salary,confidential,HR,Recruitment,Low,c,g,Ploicy_B,school work 
2025-06-12T19:06:00,bob@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,NO,2025-09,2025-07,contractor,confidential,-,Engineering,Development,Medium,c,h,policy_A,home
2025-06-28T03:56:47,bob@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,employee,confidential,-,Finance,Development,High,a,h,policy_C,school work 
2025-07-22T01:05:33,dave@company.com,Project Update,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,contractor,salary,-,HR,Development,Critical,b,f,policy_A,home
2025-07-05T05:56:11,alice@company.com,Resignation Letter,cv.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,intern,confidential,confidential,HR,Accounting,Medium,b,g,policy_C,school work 
2025-07-20T06:35:48,bob@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-08,2025-07,employee,confidential,confidential,Engineering,Development,Critical,b,g,Ploicy_B,home
2025-06-11T17:20:25,carol@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,NO,2025-10,2025-07,contractor,salary,salary,Finance,Development,Low,b,g,Ploicy_B,school work 
2025-07-13T06:40:50,dave@company.com,Confidential Proposal,-,john@vendor.org,vendor.org,YES,2025-09,2025-07,employee,confidential,confidential,Engineering,Recruitment,Low,b,g,policy_A,home
2025-07-13T08:33:34,alice@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,contractor,confidential,salary,HR,Accounting,High,c,g,Ploicy_B,school work 
2025-06-22T09:16:49,bob@company.com,Quarterly Report,report.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,employee,salary,confidential,Finance,Accounting,Medium,c,g,policy_A,home
2025-06-12T11:27:58,carol@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,contractor,-,confidential,HR,Development,Low,a,h,policy_A,school work 
2025-06-06T11:17:23,dave@company.com,Project Update,org.pdf,dave@external.com,external.com,NO,2025-08,2025-07,intern,confidential,-,Engineering,Accounting,Critical,a,f,policy_A,home
2025-07-19T10:47:27,bob@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,YES,2025-11,2025-07,employee,-,salary,HR,Development,Low,c,g,policy_C,school work 
2025-07-11T01:39:01,carol@company.com,Quarterly Report,-,dave@external.com,external.com,YES,2025-09,2025-07,contractor,confidential,salary,HR,Accounting,High,b,h,Ploicy_B,home
2025-06-07T14:43:29,dave@company.com,Quarterly Report,org.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,intern,confidential,-,Finance,Accounting,Medium,a,f,Ploicy_B,school work 
2025-06-23T22:56:28,carol@company.com,Quarterly Report,report.pdf,dave@external.com,external.com,NO,2025-08,2025-07,contractor,salary,salary,HR,Recruitment,Low,a,h,policy_C,home
2025-07-29T06:57:57,bob@company.com,Confidential Proposal,-,sara@client.com,client.com,NO,2025-11,2025-07,employee,-,confidential,Finance,Development,High,c,g,policy_A,school work 
2025-07-21T21:41:31,alice@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,contractor,confidential,-,HR,Recruitment,Medium,c,f,Ploicy_B,home
2025-06-30T18:05:57,bob@company.com,Resignation Letter,cv.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,-,salary,Finance,Accounting,Critical,a,g,policy_A,school work 
2025-06-14T20:03:01,dave@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-11,2025-07,contractor,salary,-,Engineering,Recruitment,Low,c,h,policy_A,home
2025-07-27T07:21:13,dave@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,YES,2025-08,2025-07,employee,confidential,-,HR,Accounting,Critical,b,g,policy_C,school work 
2025-07-24T21:04:44,carol@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,YES,2025-10,2025-07,intern,salary,confidential,HR,Development,Critical,c,h,policy_A,home
2025-06-17T22:06:11,bob@company.com,Confidential Proposal,report.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,confidential,confidential,HR,Recruitment,Critical,b,h,Ploicy_B,school work 
2025-06-22T16:59:28,alice@company.com,Quarterly Report,cv.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,intern,-,salary,HR,Development,Low,b,g,policy_A,home
2025-07-20T12:32:38,dave@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,YES,2025-10,2025-07,intern,salary,confidential,Engineering,Accounting,Medium,a,h,Ploicy_B,school work 
2025-06-28T06:15:39,dave@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,salary,salary,Engineering,Accounting,Low,c,f,policy_C,home
